cell_id,char,page,row,col,raw_path,norm_64_path,class_path
p2_r02_c14_Һ,Һ,2,2,14,cells_raw_100x100/p2_r02_c14_Һ.png,cells_64x64/p2_r02_c14_Һ.png,by_class/Һ/p2_r02_c14_Һ.png
p2_r02_c15_Һ,Һ,2,2,15,cells_raw_100x100/p2_r02_c15_Һ.png,cells_64x64/p2_r02_c15_Һ.png,by_class/Һ/p2_r02_c15_Һ.png
p2_r02_c16_Һ,Һ,2,2,16,cells_raw_100x100/p2_r02_c16_Һ.png,cells_64x64/p2_r02_c16_Һ.png,by_class/Һ/p2_r02_c16_Һ.png
p2_r02_c17_Һ,Һ,2,2,17,cells_raw_100x100/p2_r02_c17_Һ.png,cells_64x64/p2_r02_c17_Һ.png,by_class/Һ/p2_r02_c17_Һ.png
p2_r03_c01_Һ,Һ,2,3,1,cells_raw_100x100/p2_r03_c01_Һ.png,cells_64x64/p2_r03_c01_Һ.png,by_class/Һ/p2_r03_c01_Һ.png
p2_r03_c02_Һ,Һ,2,3,2,cells_raw_100x100/p2_r03_c02_Һ.png,cells_64x64/p2_r03_c02_Һ.png,by_class/Һ/p2_r03_c02_Һ.png
p2_r03_c03_Һ,Һ,2,3,3,cells_raw_100x100/p2_r03_c03_Һ.png,cells_64x64/p2_r03_c03_Һ.png,by_class/Һ/p2_r03_c03_Һ.png
p2_r03_c04_Һ,Һ,2,3,4,cells_raw_100x100/p2_r03_c04_Һ.png,cells_64x64/p2_r03_c04_Һ.png,by_class/Һ/p2_r03_c04_Һ.png
p2_r03_c05_Һ,Һ,2,3,5,cells_raw_100x100/p2_r03_c05_Һ.png,cells_64x64/p2_r03_c05_Һ.png,by_class/Һ/p2_r03_c05_Һ.png
p2_r03_c06_Һ,Һ,2,3,6,cells_raw_100x100/p2_r03_c06_Һ.png,cells_64x64/p2_r03_c06_Һ.png,by_class/Һ/p2_r03_c06_Һ.png
p2_r03_c07_Һ,Һ,2,3,7,cells_raw_100x100/p2_r03_c07_Һ.png,cells_64x64/p2_r03_c07_Һ.png,by_class/Һ/p2_r03_c07_Һ.png
p2_r03_c08_Һ,Һ,2,3,8,cells_raw_100x100/p2_r03_c08_Һ.png,cells_64x64/p2_r03_c08_Һ.png,by_class/Һ/p2_r03_c08_Һ.png
p2_r03_c09_Һ,Һ,2,3,9,cells_raw_100x100/p2_r03_c09_Һ.png,cells_64x64/p2_r03_c09_Һ.png,by_class/Һ/p2_r03_c09_Һ.png
p2_r03_c10_Һ,Һ,2,3,10,cells_raw_100x100/p2_r03_c10_Һ.png,cells_64x64/p2_r03_c10_Һ.png,by_class/Һ/p2_r03_c10_Һ.png
p2_r03_c11_Һ,Һ,2,3,11,cells_raw_100x100/p2_r03_c11_Һ.png,cells_64x64/p2_r03_c11_Һ.png,by_class/Һ/p2_r03_c11_Һ.png
p2_r03_c12_Һ,Һ,2,3,12,cells_raw_100x100/p2_r03_c12_Һ.png,cells_64x64/p2_r03_c12_Һ.png,by_class/Һ/p2_r03_c12_Һ.png
p2_r03_c13_Һ,Һ,2,3,13,cells_raw_100x100/p2_r03_c13_Һ.png,cells_64x64/p2_r03_c13_Һ.png,by_class/Һ/p2_r03_c13_Һ.png
p2_r03_c14_Һ,Һ,2,3,14,cells_raw_100x100/p2_r03_c14_Һ.png,cells_64x64/p2_r03_c14_Һ.png,by_class/Һ/p2_r03_c14_Һ.png
p2_r03_c15_Һ,Һ,2,3,15,cells_raw_100x100/p2_r03_c15_Һ.png,cells_64x64/p2_r03_c15_Һ.png,by_class/Һ/p2_r03_c15_Һ.png
p2_r03_c16_Һ,Һ,2,3,16,cells_raw_100x100/p2_r03_c16_Һ.png,cells_64x64/p2_r03_c16_Һ.png,by_class/Һ/p2_r03_c16_Һ.png
p2_r03_c17_Һ,Һ,2,3,17,cells_raw_100x100/p2_r03_c17_Һ.png,cells_64x64/p2_r03_c17_Һ.png,by_class/Һ/p2_r03_c17_Һ.png
p2_r04_c01_Һ,Һ,2,4,1,cells_raw_100x100/p2_r04_c01_Һ.png,cells_64x64/p2_r04_c01_Һ.png,by_class/Һ/p2_r04_c01_Һ.png
p2_r04_c02_Һ,Һ,2,4,2,cells_raw_100x100/p2_r04_c02_Һ.png,cells_64x64/p2_r04_c02_Һ.png,by_class/Һ/p2_r04_c02_Һ.png
p2_r04_c03_Һ,Һ,2,4,3,cells_raw_100x100/p2_r04_c03_Һ.png,cells_64x64/p2_r04_c03_Һ.png,by_class/Һ/p2_r04_c03_Һ.png
p2_r04_c04_Һ,Һ,2,4,4,cells_raw_100x100/p2_r04_c04_Һ.png,cells_64x64/p2_r04_c04_Һ.png,by_class/Һ/p2_r04_c04_Һ.png
p2_r04_c05_Һ,Һ,2,4,5,cells_raw_100x100/p2_r04_c05_Һ.png,cells_64x64/p2_r04_c05_Һ.png,by_class/Һ/p2_r04_c05_Һ.png
p2_r04_c06_Һ,Һ,2,4,6,cells_raw_100x100/p2_r04_c06_Һ.png,cells_64x64/p2_r04_c06_Һ.png,by_class/Һ/p2_r04_c06_Һ.png
p2_r04_c07_Һ,Һ,2,4,7,cells_raw_100x100/p2_r04_c07_Һ.png,cells_64x64/p2_r04_c07_Һ.png,by_class/Һ/p2_r04_c07_Һ.png
p2_r04_c08_Һ,Һ,2,4,8,cells_raw_100x100/p2_r04_c08_Һ.png,cells_64x64/p2_r04_c08_Һ.png,by_class/Һ/p2_r04_c08_Һ.png
p2_r04_c09_Һ,Һ,2,4,9,cells_raw_100x100/p2_r04_c09_Һ.png,cells_64x64/p2_r04_c09_Һ.png,by_class/Һ/p2_r04_c09_Һ.png
p2_r04_c10_Һ,Һ,2,4,10,cells_raw_100x100/p2_r04_c10_Һ.png,cells_64x64/p2_r04_c10_Һ.png,by_class/Һ/p2_r04_c10_Һ.png
p2_r04_c11_Һ,Һ,2,4,11,cells_raw_100x100/p2_r04_c11_Һ.png,cells_64x64/p2_r04_c11_Һ.png,by_class/Һ/p2_r04_c11_Һ.png
p2_r04_c12_Һ,Һ,2,4,12,cells_raw_100x100/p2_r04_c12_Һ.png,cells_64x64/p2_r04_c12_Һ.png,by_class/Һ/p2_r04_c12_Һ.png
p2_r04_c13_Һ,Һ,2,4,13,cells_raw_100x100/p2_r04_c13_Һ.png,cells_64x64/p2_r04_c13_Һ.png,by_class/Һ/p2_r04_c13_Һ.png
p2_r04_c14_Һ,Һ,2,4,14,cells_raw_100x100/p2_r04_c14_Һ.png,cells_64x64/p2_r04_c14_Һ.png,by_class/Һ/p2_r04_c14_Һ.png
p2_r04_c15_Һ,Һ,2,4,15,cells_raw_100x100/p2_r04_c15_Һ.png,cells_64x64/p2_r04_c15_Һ.png,by_class/Һ/p2_r04_c15_Һ.png
p2_r04_c16_Һ,Һ,2,4,16,cells_raw_100x100/p2_r04_c16_Һ.png,cells_64x64/p2_r04_c16_Һ.png,by_class/Һ/p2_r04_c16_Һ.png
p2_r04_c17_Һ,Һ,2,4,17,cells_raw_100x100/p2_r04_c17_Һ.png,cells_64x64/p2_r04_c17_Һ.png,by_class/Һ/p2_r04_c17_Һ.png
p2_r05_c01_Һ,Һ,2,5,1,cells_raw_100x100/p2_r05_c01_Һ.png,cells_64x64/p2_r05_c01_Һ.png,by_class/Һ/p2_r05_c01_Һ.png
p2_r05_c02_Һ,Һ,2,5,2,cells_raw_100x100/p2_r05_c02_Һ.png,cells_64x64/p2_r05_c02_Һ.png,by_class/Һ/p2_r05_c02_Һ.png
p2_r05_c03_Һ,Һ,2,5,3,cells_raw_100x100/p2_r05_c03_Һ.png,cells_64x64/p2_r05_c03_Һ.png,by_class/Һ/p2_r05_c03_Һ.png
p2_r05_c04_Һ,Һ,2,5,4,cells_raw_100x100/p2_r05_c04_Һ.png,cells_64x64/p2_r05_c04_Һ.png,by_class/Һ/p2_r05_c04_Һ.png
p2_r05_c05_Һ,Һ,2,5,5,cells_raw_100x100/p2_r05_c05_Һ.png,cells_64x64/p2_r05_c05_Һ.png,by_class/Һ/p2_r05_c05_Һ.png
p2_r05_c06_Һ,Һ,2,5,6,cells_raw_100x100/p2_r05_c06_Һ.png,cells_64x64/p2_r05_c06_Һ.png,by_class/Һ/p2_r05_c06_Һ.png
p2_r05_c07_Һ,Һ,2,5,7,cells_raw_100x100/p2_r05_c07_Һ.png,cells_64x64/p2_r05_c07_Һ.png,by_class/Һ/p2_r05_c07_Һ.png
p2_r05_c08_Һ,Һ,2,5,8,cells_raw_100x100/p2_r05_c08_Һ.png,cells_64x64/p2_r05_c08_Һ.png,by_class/Һ/p2_r05_c08_Һ.png
p2_r05_c09_Һ,Һ,2,5,9,cells_raw_100x100/p2_r05_c09_Һ.png,cells_64x64/p2_r05_c09_Һ.png,by_class/Һ/p2_r05_c09_Һ.png
p2_r05_c10_Һ,Һ,2,5,10,cells_raw_100x100/p2_r05_c10_Һ.png,cells_64x64/p2_r05_c10_Һ.png,by_class/Һ/p2_r05_c10_Һ.png
p2_r05_c11_Һ,Һ,2,5,11,cells_raw_100x100/p2_r05_c11_Һ.png,cells_64x64/p2_r05_c11_Һ.png,by_class/Һ/p2_r05_c11_Һ.png
p2_r05_c12_Һ,Һ,2,5,12,cells_raw_100x100/p2_r05_c12_Һ.png,cells_64x64/p2_r05_c12_Һ.png,by_class/Һ/p2_r05_c12_Һ.png
p2_r05_c13_Һ,Һ,2,5,13,cells_raw_100x100/p2_r05_c13_Һ.png,cells_64x64/p2_r05_c13_Һ.png,by_class/Һ/p2_r05_c13_Һ.png
p2_r05_c14_Һ,Һ,2,5,14,cells_raw_100x100/p2_r05_c14_Һ.png,cells_64x64/p2_r05_c14_Һ.png,by_class/Һ/p2_r05_c14_Һ.png
p2_r05_c15_Һ,Һ,2,5,15,cells_raw_100x100/p2_r05_c15_Һ.png,cells_64x64/p2_r05_c15_Һ.png,by_class/Һ/p2_r05_c15_Һ.png
p2_r05_c16_Һ,Һ,2,5,16,cells_raw_100x100/p2_r05_c16_Һ.png,cells_64x64/p2_r05_c16_Һ.png,by_class/Һ/p2_r05_c16_Һ.png
p2_r05_c17_Һ,Һ,2,5,17,cells_raw_100x100/p2_r05_c17_Һ.png,cells_64x64/p2_r05_c17_Һ.png,by_class/Һ/p2_r05_c17_Һ.png
p2_r06_c01_Һ,Һ,2,6,1,cells_raw_100x100/p2_r06_c01_Һ.png,cells_64x64/p2_r06_c01_Һ.png,by_class/Һ/p2_r06_c01_Һ.png
p2_r06_c02_Һ,Һ,2,6,2,cells_raw_100x100/p2_r06_c02_Һ.png,cells_64x64/p2_r06_c02_Һ.png,by_class/Һ/p2_r06_c02_Һ.png
p2_r06_c03_Һ,Һ,2,6,3,cells_raw_100x100/p2_r06_c03_Һ.png,cells_64x64/p2_r06_c03_Һ.png,by_class/Һ/p2_r06_c03_Һ.png
p2_r06_c04_Һ,Һ,2,6,4,cells_raw_100x100/p2_r06_c04_Һ.png,cells_64x64/p2_r06_c04_Һ.png,by_class/Һ/p2_r06_c04_Һ.png
p2_r06_c05_Һ,Һ,2,6,5,cells_raw_100x100/p2_r06_c05_Һ.png,cells_64x64/p2_r06_c05_Һ.png,by_class/Һ/p2_r06_c05_Һ.png
p2_r06_c06_Һ,Һ,2,6,6,cells_raw_100x100/p2_r06_c06_Һ.png,cells_64x64/p2_r06_c06_Һ.png,by_class/Һ/p2_r06_c06_Һ.png
p2_r06_c07_Һ,Һ,2,6,7,cells_raw_100x100/p2_r06_c07_Һ.png,cells_64x64/p2_r06_c07_Һ.png,by_class/Һ/p2_r06_c07_Һ.png
p2_r06_c08_Һ,Һ,2,6,8,cells_raw_100x100/p2_r06_c08_Һ.png,cells_64x64/p2_r06_c08_Һ.png,by_class/Һ/p2_r06_c08_Һ.png
p2_r06_c09_Һ,Һ,2,6,9,cells_raw_100x100/p2_r06_c09_Һ.png,cells_64x64/p2_r06_c09_Һ.png,by_class/Һ/p2_r06_c09_Һ.png
p2_r06_c10_Һ,Һ,2,6,10,cells_raw_100x100/p2_r06_c10_Һ.png,cells_64x64/p2_r06_c10_Һ.png,by_class/Һ/p2_r06_c10_Һ.png
p2_r06_c11_Һ,Һ,2,6,11,cells_raw_100x100/p2_r06_c11_Һ.png,cells_64x64/p2_r06_c11_Һ.png,by_class/Һ/p2_r06_c11_Һ.png
p2_r06_c12_Һ,Һ,2,6,12,cells_raw_100x100/p2_r06_c12_Һ.png,cells_64x64/p2_r06_c12_Һ.png,by_class/Һ/p2_r06_c12_Һ.png
p2_r06_c13_Һ,Һ,2,6,13,cells_raw_100x100/p2_r06_c13_Һ.png,cells_64x64/p2_r06_c13_Һ.png,by_class/Һ/p2_r06_c13_Һ.png
p2_r06_c14_Һ,Һ,2,6,14,cells_raw_100x100/p2_r06_c14_Һ.png,cells_64x64/p2_r06_c14_Һ.png,by_class/Һ/p2_r06_c14_Һ.png
p2_r06_c15_Һ,Һ,2,6,15,cells_raw_100x100/p2_r06_c15_Һ.png,cells_64x64/p2_r06_c15_Һ.png,by_class/Һ/p2_r06_c15_Һ.png
p2_r06_c16_Һ,Һ,2,6,16,cells_raw_100x100/p2_r06_c16_Һ.png,cells_64x64/p2_r06_c16_Һ.png,by_class/Һ/p2_r06_c16_Һ.png
p2_r06_c17_Һ,Һ,2,6,17,cells_raw_100x100/p2_r06_c17_Һ.png,cells_64x64/p2_r06_c17_Һ.png,by_class/Һ/p2_r06_c17_Һ.png
p2_r07_c01_Щ,Щ,2,7,1,cells_raw_100x100/p2_r07_c01_Щ.png,cells_64x64/p2_r07_c01_Щ.png,by_class/Щ/p2_r07_c01_Щ.png
p2_r07_c02_Щ,Щ,2,7,2,cells_raw_100x100/p2_r07_c02_Щ.png,cells_64x64/p2_r07_c02_Щ.png,by_class/Щ/p2_r07_c02_Щ.png
p2_r07_c03_Щ,Щ,2,7,3,cells_raw_100x100/p2_r07_c03_Щ.png,cells_64x64/p2_r07_c03_Щ.png,by_class/Щ/p2_r07_c03_Щ.png
p2_r07_c04_Щ,Щ,2,7,4,cells_raw_100x100/p2_r07_c04_Щ.png,cells_64x64/p2_r07_c04_Щ.png,by_class/Щ/p2_r07_c04_Щ.png
p2_r07_c05_Щ,Щ,2,7,5,cells_raw_100x100/p2_r07_c05_Щ.png,cells_64x64/p2_r07_c05_Щ.png,by_class/Щ/p2_r07_c05_Щ.png
p2_r07_c06_Щ,Щ,2,7,6,cells_raw_100x100/p2_r07_c06_Щ.png,cells_64x64/p2_r07_c06_Щ.png,by_class/Щ/p2_r07_c06_Щ.png
p2_r07_c07_Щ,Щ,2,7,7,cells_raw_100x100/p2_r07_c07_Щ.png,cells_64x64/p2_r07_c07_Щ.png,by_class/Щ/p2_r07_c07_Щ.png
p2_r07_c08_Щ,Щ,2,7,8,cells_raw_100x100/p2_r07_c08_Щ.png,cells_64x64/p2_r07_c08_Щ.png,by_class/Щ/p2_r07_c08_Щ.png
p2_r07_c09_Щ,Щ,2,7,9,cells_raw_100x100/p2_r07_c09_Щ.png,cells_64x64/p2_r07_c09_Щ.png,by_class/Щ/p2_r07_c09_Щ.png
p2_r07_c10_Щ,Щ,2,7,10,cells_raw_100x100/p2_r07_c10_Щ.png,cells_64x64/p2_r07_c10_Щ.png,by_class/Щ/p2_r07_c10_Щ.png
p2_r07_c11_Щ,Щ,2,7,11,cells_raw_100x100/p2_r07_c11_Щ.png,cells_64x64/p2_r07_c11_Щ.png,by_class/Щ/p2_r07_c11_Щ.png
p2_r07_c12_Щ,Щ,2,7,12,cells_raw_100x100/p2_r07_c12_Щ.png,cells_64x64/p2_r07_c12_Щ.png,by_class/Щ/p2_r07_c12_Щ.png
p2_r07_c13_Щ,Щ,2,7,13,cells_raw_100x100/p2_r07_c13_Щ.png,cells_64x64/p2_r07_c13_Щ.png,by_class/Щ/p2_r07_c13_Щ.png
p2_r07_c14_Щ,Щ,2,7,14,cells_raw_100x100/p2_r07_c14_Щ.png,cells_64x64/p2_r07_c14_Щ.png,by_class/Щ/p2_r07_c14_Щ.png
p2_r07_c15_Щ,Щ,2,7,15,cells_raw_100x100/p2_r07_c15_Щ.png,cells_64x64/p2_r07_c15_Щ.png,by_class/Щ/p2_r07_c15_Щ.png
p2_r07_c16_Щ,Щ,2,7,16,cells_raw_100x100/p2_r07_c16_Щ.png,cells_64x64/p2_r07_c16_Щ.png,by_class/Щ/p2_r07_c16_Щ.png
p2_r07_c17_Щ,Щ,2,7,17,cells_raw_100x100/p2_r07_c17_Щ.png,cells_64x64/p2_r07_c17_Щ.png,by_class/Щ/p2_r07_c17_Щ.png
p2_r08_c01_Щ,Щ,2,8,1,cells_raw_100x100/p2_r08_c01_Щ.png,cells_64x64/p2_r08_c01_Щ.png,by_class/Щ/p2_r08_c01_Щ.png
p2_r08_c02_Щ,Щ,2,8,2,cells_raw_100x100/p2_r08_c02_Щ.png,cells_64x64/p2_r08_c02_Щ.png,by_class/Щ/p2_r08_c02_Щ.png
p2_r08_c03_Щ,Щ,2,8,3,cells_raw_100x100/p2_r08_c03_Щ.png,cells_64x64/p2_r08_c03_Щ.png,by_class/Щ/p2_r08_c03_Щ.png
p2_r08_c04_Щ,Щ,2,8,4,cells_raw_100x100/p2_r08_c04_Щ.png,cells_64x64/p2_r08_c04_Щ.png,by_class/Щ/p2_r08_c04_Щ.png
p2_r08_c05_Щ,Щ,2,8,5,cells_raw_100x100/p2_r08_c05_Щ.png,cells_64x64/p2_r08_c05_Щ.png,by_class/Щ/p2_r08_c05_Щ.png
p2_r08_c06_Щ,Щ,2,8,6,cells_raw_100x100/p2_r08_c06_Щ.png,cells_64x64/p2_r08_c06_Щ.png,by_class/Щ/p2_r08_c06_Щ.png
p2_r08_c07_Щ,Щ,2,8,7,cells_raw_100x100/p2_r08_c07_Щ.png,cells_64x64/p2_r08_c07_Щ.png,by_class/Щ/p2_r08_c07_Щ.png
p2_r08_c08_Щ,Щ,2,8,8,cells_raw_100x100/p2_r08_c08_Щ.png,cells_64x64/p2_r08_c08_Щ.png,by_class/Щ/p2_r08_c08_Щ.png
p2_r08_c09_Щ,Щ,2,8,9,cells_raw_100x100/p2_r08_c09_Щ.png,cells_64x64/p2_r08_c09_Щ.png,by_class/Щ/p2_r08_c09_Щ.png
p2_r08_c10_Щ,Щ,2,8,10,cells_raw_100x100/p2_r08_c10_Щ.png,cells_64x64/p2_r08_c10_Щ.png,by_class/Щ/p2_r08_c10_Щ.png
p2_r08_c11_Щ,Щ,2,8,11,cells_raw_100x100/p2_r08_c11_Щ.png,cells_64x64/p2_r08_c11_Щ.png,by_class/Щ/p2_r08_c11_Щ.png
p2_r08_c12_Щ,Щ,2,8,12,cells_raw_100x100/p2_r08_c12_Щ.png,cells_64x64/p2_r08_c12_Щ.png,by_class/Щ/p2_r08_c12_Щ.png
p2_r08_c13_Щ,Щ,2,8,13,cells_raw_100x100/p2_r08_c13_Щ.png,cells_64x64/p2_r08_c13_Щ.png,by_class/Щ/p2_r08_c13_Щ.png
p2_r08_c14_Щ,Щ,2,8,14,cells_raw_100x100/p2_r08_c14_Щ.png,cells_64x64/p2_r08_c14_Щ.png,by_class/Щ/p2_r08_c14_Щ.png
p2_r08_c15_Щ,Щ,2,8,15,cells_raw_100x100/p2_r08_c15_Щ.png,cells_64x64/p2_r08_c15_Щ.png,by_class/Щ/p2_r08_c15_Щ.png
p2_r08_c16_Щ,Щ,2,8,16,cells_raw_100x100/p2_r08_c16_Щ.png,cells_64x64/p2_r08_c16_Щ.png,by_class/Щ/p2_r08_c16_Щ.png
p2_r08_c17_Щ,Щ,2,8,17,cells_raw_100x100/p2_r08_c17_Щ.png,cells_64x64/p2_r08_c17_Щ.png,by_class/Щ/p2_r08_c17_Щ.png
p2_r09_c01_Щ,Щ,2,9,1,cells_raw_100x100/p2_r09_c01_Щ.png,cells_64x64/p2_r09_c01_Щ.png,by_class/Щ/p2_r09_c01_Щ.png
p2_r09_c02_Щ,Щ,2,9,2,cells_raw_100x100/p2_r09_c02_Щ.png,cells_64x64/p2_r09_c02_Щ.png,by_class/Щ/p2_r09_c02_Щ.png
p2_r09_c03_Щ,Щ,2,9,3,cells_raw_100x100/p2_r09_c03_Щ.png,cells_64x64/p2_r09_c03_Щ.png,by_class/Щ/p2_r09_c03_Щ.png
p2_r09_c04_Щ,Щ,2,9,4,cells_raw_100x100/p2_r09_c04_Щ.png,cells_64x64/p2_r09_c04_Щ.png,by_class/Щ/p2_r09_c04_Щ.png
p2_r09_c05_Щ,Щ,2,9,5,cells_raw_100x100/p2_r09_c05_Щ.png,cells_64x64/p2_r09_c05_Щ.png,by_class/Щ/p2_r09_c05_Щ.png
p2_r09_c06_Щ,Щ,2,9,6,cells_raw_100x100/p2_r09_c06_Щ.png,cells_64x64/p2_r09_c06_Щ.png,by_class/Щ/p2_r09_c06_Щ.png
p2_r09_c07_Щ,Щ,2,9,7,cells_raw_100x100/p2_r09_c07_Щ.png,cells_64x64/p2_r09_c07_Щ.png,by_class/Щ/p2_r09_c07_Щ.png
p2_r09_c08_Щ,Щ,2,9,8,cells_raw_100x100/p2_r09_c08_Щ.png,cells_64x64/p2_r09_c08_Щ.png,by_class/Щ/p2_r09_c08_Щ.png
p2_r09_c09_Щ,Щ,2,9,9,cells_raw_100x100/p2_r09_c09_Щ.png,cells_64x64/p2_r09_c09_Щ.png,by_class/Щ/p2_r09_c09_Щ.png
p2_r09_c10_Щ,Щ,2,9,10,cells_raw_100x100/p2_r09_c10_Щ.png,cells_64x64/p2_r09_c10_Щ.png,by_class/Щ/p2_r09_c10_Щ.png
p2_r09_c11_Щ,Щ,2,9,11,cells_raw_100x100/p2_r09_c11_Щ.png,cells_64x64/p2_r09_c11_Щ.png,by_class/Щ/p2_r09_c11_Щ.png
p2_r09_c12_Щ,Щ,2,9,12,cells_raw_100x100/p2_r09_c12_Щ.png,cells_64x64/p2_r09_c12_Щ.png,by_class/Щ/p2_r09_c12_Щ.png
p2_r09_c13_Щ,Щ,2,9,13,cells_raw_100x100/p2_r09_c13_Щ.png,cells_64x64/p2_r09_c13_Щ.png,by_class/Щ/p2_r09_c13_Щ.png
p2_r09_c14_Щ,Щ,2,9,14,cells_raw_100x100/p2_r09_c14_Щ.png,cells_64x64/p2_r09_c14_Щ.png,by_class/Щ/p2_r09_c14_Щ.png
p2_r09_c15_Щ,Щ,2,9,15,cells_raw_100x100/p2_r09_c15_Щ.png,cells_64x64/p2_r09_c15_Щ.png,by_class/Щ/p2_r09_c15_Щ.png
p2_r09_c16_Щ,Щ,2,9,16,cells_raw_100x100/p2_r09_c16_Щ.png,cells_64x64/p2_r09_c16_Щ.png,by_class/Щ/p2_r09_c16_Щ.png
p2_r09_c17_Щ,Щ,2,9,17,cells_raw_100x100/p2_r09_c17_Щ.png,cells_64x64/p2_r09_c17_Щ.png,by_class/Щ/p2_r09_c17_Щ.png
p2_r10_c01_Щ,Щ,2,10,1,cells_raw_100x100/p2_r10_c01_Щ.png,cells_64x64/p2_r10_c01_Щ.png,by_class/Щ/p2_r10_c01_Щ.png
p2_r10_c02_Щ,Щ,2,10,2,cells_raw_100x100/p2_r10_c02_Щ.png,cells_64x64/p2_r10_c02_Щ.png,by_class/Щ/p2_r10_c02_Щ.png
p2_r10_c03_Щ,Щ,2,10,3,cells_raw_100x100/p2_r10_c03_Щ.png,cells_64x64/p2_r10_c03_Щ.png,by_class/Щ/p2_r10_c03_Щ.png
p2_r10_c04_Щ,Щ,2,10,4,cells_raw_100x100/p2_r10_c04_Щ.png,cells_64x64/p2_r10_c04_Щ.png,by_class/Щ/p2_r10_c04_Щ.png
p2_r10_c05_Щ,Щ,2,10,5,cells_raw_100x100/p2_r10_c05_Щ.png,cells_64x64/p2_r10_c05_Щ.png,by_class/Щ/p2_r10_c05_Щ.png
p2_r10_c06_Щ,Щ,2,10,6,cells_raw_100x100/p2_r10_c06_Щ.png,cells_64x64/p2_r10_c06_Щ.png,by_class/Щ/p2_r10_c06_Щ.png
p2_r10_c07_Щ,Щ,2,10,7,cells_raw_100x100/p2_r10_c07_Щ.png,cells_64x64/p2_r10_c07_Щ.png,by_class/Щ/p2_r10_c07_Щ.png
p2_r10_c08_Щ,Щ,2,10,8,cells_raw_100x100/p2_r10_c08_Щ.png,cells_64x64/p2_r10_c08_Щ.png,by_class/Щ/p2_r10_c08_Щ.png
p2_r10_c09_Щ,Щ,2,10,9,cells_raw_100x100/p2_r10_c09_Щ.png,cells_64x64/p2_r10_c09_Щ.png,by_class/Щ/p2_r10_c09_Щ.png
p2_r10_c10_Щ,Щ,2,10,10,cells_raw_100x100/p2_r10_c10_Щ.png,cells_64x64/p2_r10_c10_Щ.png,by_class/Щ/p2_r10_c10_Щ.png
p2_r10_c11_Щ,Щ,2,10,11,cells_raw_100x100/p2_r10_c11_Щ.png,cells_64x64/p2_r10_c11_Щ.png,by_class/Щ/p2_r10_c11_Щ.png
p2_r10_c12_Щ,Щ,2,10,12,cells_raw_100x100/p2_r10_c12_Щ.png,cells_64x64/p2_r10_c12_Щ.png,by_class/Щ/p2_r10_c12_Щ.png
p2_r10_c13_Щ,Щ,2,10,13,cells_raw_100x100/p2_r10_c13_Щ.png,cells_64x64/p2_r10_c13_Щ.png,by_class/Щ/p2_r10_c13_Щ.png
p2_r10_c14_Щ,Щ,2,10,14,cells_raw_100x100/p2_r10_c14_Щ.png,cells_64x64/p2_r10_c14_Щ.png,by_class/Щ/p2_r10_c14_Щ.png
p2_r10_c15_Щ,Щ,2,10,15,cells_raw_100x100/p2_r10_c15_Щ.png,cells_64x64/p2_r10_c15_Щ.png,by_class/Щ/p2_r10_c15_Щ.png
p2_r10_c16_Щ,Щ,2,10,16,cells_raw_100x100/p2_r10_c16_Щ.png,cells_64x64/p2_r10_c16_Щ.png,by_class/Щ/p2_r10_c16_Щ.png
p2_r10_c17_Щ,Щ,2,10,17,cells_raw_100x100/p2_r10_c17_Щ.png,cells_64x64/p2_r10_c17_Щ.png,by_class/Щ/p2_r10_c17_Щ.png
p2_r11_c01_Ц,Ц,2,11,1,cells_raw_100x100/p2_r11_c01_Ц.png,cells_64x64/p2_r11_c01_Ц.png,by_class/Ц/p2_r11_c01_Ц.png
p2_r11_c02_Ц,Ц,2,11,2,cells_raw_100x100/p2_r11_c02_Ц.png,cells_64x64/p2_r11_c02_Ц.png,by_class/Ц/p2_r11_c02_Ц.png
p2_r11_c03_Ц,Ц,2,11,3,cells_raw_100x100/p2_r11_c03_Ц.png,cells_64x64/p2_r11_c03_Ц.png,by_class/Ц/p2_r11_c03_Ц.png
p2_r11_c04_Ц,Ц,2,11,4,cells_raw_100x100/p2_r11_c04_Ц.png,cells_64x64/p2_r11_c04_Ц.png,by_class/Ц/p2_r11_c04_Ц.png
p2_r11_c05_Ц,Ц,2,11,5,cells_raw_100x100/p2_r11_c05_Ц.png,cells_64x64/p2_r11_c05_Ц.png,by_class/Ц/p2_r11_c05_Ц.png
p2_r11_c06_Ц,Ц,2,11,6,cells_raw_100x100/p2_r11_c06_Ц.png,cells_64x64/p2_r11_c06_Ц.png,by_class/Ц/p2_r11_c06_Ц.png
p2_r11_c07_Ц,Ц,2,11,7,cells_raw_100x100/p2_r11_c07_Ц.png,cells_64x64/p2_r11_c07_Ц.png,by_class/Ц/p2_r11_c07_Ц.png
p2_r11_c08_Ц,Ц,2,11,8,cells_raw_100x100/p2_r11_c08_Ц.png,cells_64x64/p2_r11_c08_Ц.png,by_class/Ц/p2_r11_c08_Ц.png
p2_r11_c09_Ц,Ц,2,11,9,cells_raw_100x100/p2_r11_c09_Ц.png,cells_64x64/p2_r11_c09_Ц.png,by_class/Ц/p2_r11_c09_Ц.png
p2_r11_c10_Ц,Ц,2,11,10,cells_raw_100x100/p2_r11_c10_Ц.png,cells_64x64/p2_r11_c10_Ц.png,by_class/Ц/p2_r11_c10_Ц.png
